Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Organism	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs
M1VHJ0	M1VHJ0_CYAM1	CYME_CMJ248C				CYME_CMJ248C	Cyanidioschyzon merolae (strain 10D) (Red alga)	metal ion binding [GO:0046872]		metal ion binding [GO:0046872]		GO:0046872
M1URJ3	M1URJ3_CYAM1	CYME_CMJ105C				CYME_CMJ105C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; protein transport [GO:0015031]	protein transport [GO:0015031]		chloroplast [GO:0009507]	GO:0009507; GO:0015031
M1VAG5	M1VAG5_CYAM1	CYME_CMQ197C				CYME_CMQ197C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; mitochondrial fission [GO:0000266]	mitochondrial fission [GO:0000266]		integral component of membrane [GO:0016021]	GO:0000266; GO:0016021
M1UPM2	M1UPM2_CYAM1	CYME_CME173C				CYME_CME173C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V9Y3	M1V9Y3_CYAM1	CYME_CMA127C				CYME_CMA127C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; cell cycle [GO:0007049]; cell division [GO:0051301]	cell cycle [GO:0007049]; cell division [GO:0051301]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]		GO:0007049; GO:0016538; GO:0051301
M1V533	M1V533_CYAM1	CYME_CMI067C				CYME_CMI067C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; translation [GO:0006412]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]	ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412; GO:0008270
M1VDW6	M1VDW6_CYAM1	CYME_CMM209C				CYME_CMM209C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VHJ6	M1VHJ6_CYAM1	CYME_CMJ262C				CYME_CMJ262C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VG73	M1VG73_CYAM1	CYME_CMG119C				CYME_CMG119C	Cyanidioschyzon merolae (strain 10D) (Red alga)	catalytic activity [GO:0003824]		catalytic activity [GO:0003824]		GO:0003824
M1V8Q9	M1V8Q9_CYAM1	CYME_CML247C				CYME_CML247C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]	riboflavin synthase activity [GO:0004746]	chloroplast [GO:0009507]	GO:0004746; GO:0009231; GO:0009507
M1V9A5	M1V9A5_CYAM1	CYME_CMN232C				CYME_CMN232C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VF62	M1VF62_CYAM1	CYME_CMO253C				CYME_CMO253C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VMP1	M1VMP1_CYAM1	CYME_CMT453C				CYME_CMT453C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleolus [GO:0005730]; RNA binding [GO:0003723]		RNA binding [GO:0003723]	nucleolus [GO:0005730]	GO:0003723; GO:0005730
M1VA34	M1VA34_CYAM1	CYME_CMP301C				CYME_CMP301C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412
M1VJM5	M1VJM5_CYAM1	CYME_CMO192C				CYME_CMO192C	Cyanidioschyzon merolae (strain 10D) (Red alga)	hydrolase activity [GO:0016787]; tRNA processing [GO:0008033]	tRNA processing [GO:0008033]	hydrolase activity [GO:0016787]		GO:0008033; GO:0016787
M1VAB9	M1VAB9_CYAM1	CYME_CMQ477C				CYME_CMQ477C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VIC7	M1VIC7_CYAM1	CYME_CML213C				CYME_CML213C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
Q85FT4	Q85FT4_CYAM1	ycf38	ycf38				Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]			chloroplast [GO:0009507]; integral component of membrane [GO:0016021]	GO:0009507; GO:0016021
M1V509	M1V509_CYAM1	CYME_CMH190C				CYME_CMH190C	Cyanidioschyzon merolae (strain 10D) (Red alga)	catalytic activity [GO:0003824]		catalytic activity [GO:0003824]		GO:0003824
M1V7B0	M1V7B0_CYAM1	CYME_CMS332C				CYME_CMS332C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; proton transmembrane transporter activity [GO:0015078]		proton transmembrane transporter activity [GO:0015078]	integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]	GO:0015078; GO:0016021; GO:0033179
M1VCD9	M1VCD9_CYAM1	CYME_CMJ068C				CYME_CMJ068C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VHK8	M1VHK8_CYAM1	CYME_CMS251C				CYME_CMS251C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]; photosynthetic electron transport in photosystem I [GO:0009773]	photosynthetic electron transport in photosystem I [GO:0009773]	oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]	GO:0009535; GO:0009773; GO:0016021; GO:0016730
M1UX09	M1UX09_CYAM1	CYME_CMS290C				CYME_CMS290C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]		protein-cysteine S-palmitoyltransferase activity [GO:0019706]	integral component of membrane [GO:0016021]	GO:0016021; GO:0019706
M1VM89	M1VM89_CYAM1	CYME_CMT048C				CYME_CMT048C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UPY3	M1UPY3_CYAM1	CYME_CMG006C				CYME_CMG006C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V962	M1V962_CYAM1	CYME_CMN113C				CYME_CMN113C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cullin-RING ubiquitin ligase complex [GO:0031461]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511]	ubiquitin-dependent protein catabolic process [GO:0006511]	ubiquitin protein ligase binding [GO:0031625]	cullin-RING ubiquitin ligase complex [GO:0031461]	GO:0006511; GO:0031461; GO:0031625
M1UW96	M1UW96_CYAM1	CYME_CMR181C				CYME_CMR181C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	GO:0005886; GO:0016021; GO:0055085
M1UUI4	M1UUI4_CYAM1	CYME_CMO168C				CYME_CMO168C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1US14	M1US14_CYAM1	CYME_CMK031C				CYME_CMK031C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]		mitochondrial respiratory chain complex III [GO:0005750]	GO:0005750; GO:0006122
M1VDT8	M1VDT8_CYAM1	CYME_CMM155C				CYME_CMM155C	Cyanidioschyzon merolae (strain 10D) (Red alga)	FMN binding [GO:0010181]; pyridoxamine-phosphate oxidase activity [GO:0004733]; pyridoxine biosynthetic process [GO:0008615]	pyridoxine biosynthetic process [GO:0008615]	FMN binding [GO:0010181]; pyridoxamine-phosphate oxidase activity [GO:0004733]		GO:0004733; GO:0008615; GO:0010181
M1V5A0	M1V5A0_CYAM1	CYME_CMJ182C				CYME_CMJ182C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VH57	M1VH57_CYAM1	CYME_CMR442C				CYME_CMR442C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V4G2	M1V4G2_CYAM1	CYME_CME115C				CYME_CME115C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VJL0	M1VJL0_CYAM1	CYME_CMO164C				CYME_CMO164C	Cyanidioschyzon merolae (strain 10D) (Red alga)	acylphosphatase activity [GO:0003998]		acylphosphatase activity [GO:0003998]		GO:0003998
M1VGU6	M1VGU6_CYAM1	CYME_CMI072C				CYME_CMI072C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872]		alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872]	integral component of membrane [GO:0016021]	GO:0009916; GO:0016021; GO:0046872
M1VI04	M1VI04_CYAM1	CYME_CMK309C				CYME_CMK309C	Cyanidioschyzon merolae (strain 10D) (Red alga)	zinc ion binding [GO:0008270]		zinc ion binding [GO:0008270]		GO:0008270
M1UV09	M1UV09_CYAM1	CYME_CMP090C				CYME_CMP090C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		GO:0004672; GO:0005524
M1VFZ3	M1VFZ3_CYAM1	CYME_CMF162C				CYME_CMF162C	Cyanidioschyzon merolae (strain 10D) (Red alga)	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; regulation of translation [GO:0006417]	regulation of translation [GO:0006417]		CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	GO:0005634; GO:0005737; GO:0006417; GO:0030015
M1V5X7	M1V5X7_CYAM1	CYME_CMO055C				CYME_CMO055C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]		integral component of membrane [GO:0016021]	GO:0008643; GO:0016021
M1UWA7	M1UWA7_CYAM1	CYME_CMR217C				CYME_CMR217C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UTP7	M1UTP7_CYAM1	CYME_CMN059C				CYME_CMN059C	Cyanidioschyzon merolae (strain 10D) (Red alga)	COP9 signalosome [GO:0008180]; isopeptidase activity [GO:0070122]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]		isopeptidase activity [GO:0070122]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	COP9 signalosome [GO:0008180]	GO:0004222; GO:0008180; GO:0046872; GO:0070122
M1VD58	M1VD58_CYAM1	CYME_CML004C				CYME_CML004C	Cyanidioschyzon merolae (strain 10D) (Red alga)	high-affinity iron permease complex [GO:0033573]; iron ion transmembrane transporter activity [GO:0005381]		iron ion transmembrane transporter activity [GO:0005381]	high-affinity iron permease complex [GO:0033573]	GO:0005381; GO:0033573
M1VE26	M1VE26_CYAM1	CYME_CMM316C				CYME_CMM316C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; ATP binding [GO:0005524]; histone binding [GO:0042393]; nucleosome-dependent ATPase activity [GO:0070615]		ATP binding [GO:0005524]; histone binding [GO:0042393]; nucleosome-dependent ATPase activity [GO:0070615]	nucleus [GO:0005634]	GO:0005524; GO:0005634; GO:0042393; GO:0070615
M1UQ67	M1UQ67_CYAM1	CYME_CMG152C				CYME_CMG152C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VAY5	M1VAY5_CYAM1	CYME_CME142C				CYME_CME142C	Cyanidioschyzon merolae (strain 10D) (Red alga)	metal ion binding [GO:0046872]		metal ion binding [GO:0046872]		GO:0046872
M1UQ53	M1UQ53_CYAM1	CYME_CMG130C				CYME_CMG130C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VI54	M1VI54_CYAM1	CYME_CMT208C				CYME_CMT208C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1USR5	M1USR5_CYAM1	CYME_CML145C				CYME_CML145C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]	nucleotidyltransferase activity [GO:0016779]		GO:0009058; GO:0016779
M1VAW0	M1VAW0_CYAM1	CYME_CME087C				CYME_CME087C	Cyanidioschyzon merolae (strain 10D) (Red alga)	transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]		transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]		GO:0016747
M1V477	M1V477_CYAM1	CYME_CMD101C				CYME_CMD101C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VGZ6	M1VGZ6_CYAM1	CYME_CMI173C				CYME_CMI173C	Cyanidioschyzon merolae (strain 10D) (Red alga)	lipid metabolic process [GO:0006629]	lipid metabolic process [GO:0006629]			GO:0006629
M1UXI3	M1UXI3_CYAM1	CYME_CMT202C				CYME_CMT202C	Cyanidioschyzon merolae (strain 10D) (Red alga)	endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; rRNA processing [GO:0006364]	rRNA processing [GO:0006364]	endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]		GO:0004222; GO:0004519; GO:0006364; GO:0046872
M1V759	M1V759_CYAM1	CYME_CMS165C				CYME_CMS165C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V606	M1V606_CYAM1	CYME_CMO238C				CYME_CMO238C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V6J4	M1V6J4_CYAM1	CYME_CMC046C				CYME_CMC046C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VI14	M1VI14_CYAM1	CYME_CMT120C				CYME_CMT120C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]		ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]	GO:0005524; GO:0016021; GO:0042626
M1V6Y0	M1V6Y0_CYAM1	CYME_CMR440C				CYME_CMR440C	Cyanidioschyzon merolae (strain 10D) (Red alga)	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]		FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]		GO:0010181; GO:0016491
M1UQJ4	M1UQJ4_CYAM1	CYME_CMH106C				CYME_CMH106C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V4I3	M1V4I3_CYAM1	CYME_CME192C				CYME_CME192C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]; UMP salvage [GO:0044206]	UMP salvage [GO:0044206]	ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]		GO:0004849; GO:0005524; GO:0044206
M1UP01	M1UP01_CYAM1	CYME_CMD071C				CYME_CMD071C	Cyanidioschyzon merolae (strain 10D) (Red alga)	3'-5' exonuclease activity [GO:0008408]; aminoacyl-tRNA editing activity [GO:0002161]; nucleic acid binding [GO:0003676]		3'-5' exonuclease activity [GO:0008408]; aminoacyl-tRNA editing activity [GO:0002161]; nucleic acid binding [GO:0003676]		GO:0002161; GO:0003676; GO:0008408
M1VI23	M1VI23_CYAM1	CYME_CML037C				CYME_CML037C	Cyanidioschyzon merolae (strain 10D) (Red alga)	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		GO:0004616; GO:0050661
M1VJZ3	M1VJZ3_CYAM1	CYME_CMP052C				CYME_CMP052C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	mismatch repair [GO:0006298]	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]		GO:0005524; GO:0006298; GO:0030983
M1VBC6	M1VBC6_CYAM1	CYME_CMR398C				CYME_CMR398C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleotide binding [GO:0000166]		nucleotide binding [GO:0000166]		GO:0000166
M1VIB7	M1VIB7_CYAM1	CYME_CMT323C				CYME_CMT323C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VCM8	M1VCM8_CYAM1	CYME_CMJ230C				CYME_CMJ230C	Cyanidioschyzon merolae (strain 10D) (Red alga)	GTPase activator activity [GO:0005096]; positive regulation of GTPase activity [GO:0043547]	positive regulation of GTPase activity [GO:0043547]	GTPase activator activity [GO:0005096]		GO:0005096; GO:0043547
M1VHL4	M1VHL4_CYAM1	CYME_CMJ308C				CYME_CMJ308C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VD46	M1VD46_CYAM1	CYME_CMK289C				CYME_CMK289C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; threonine-type endopeptidase activity [GO:0004298]; proteolysis involved in cellular protein catabolic process [GO:0051603]	proteolysis involved in cellular protein catabolic process [GO:0051603]	threonine-type endopeptidase activity [GO:0004298]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603
M1V7C0	M1V7C0_CYAM1	CYME_CMS369C				CYME_CMS369C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]		sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]	GO:0005634; GO:0043565
M1VAZ8	M1VAZ8_CYAM1	CYME_CME167C				CYME_CME167C	Cyanidioschyzon merolae (strain 10D) (Red alga)	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]			GO:0006777
M1V7U4	M1V7U4_CYAM1	CYME_CMT450C				CYME_CMT450C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UQX0	M1UQX0_CYAM1	CYME_CMI041C				CYME_CMI041C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; guanylate kinase activity [GO:0004385]		ATP binding [GO:0005524]; guanylate kinase activity [GO:0004385]		GO:0004385; GO:0005524
Q85FU2	Q85FU2_CYAM1	rpl13	rpl13				Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	chloroplast [GO:0009507]; ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412; GO:0009507
M1VDG1	M1VDG1_CYAM1	CYME_CML193C				CYME_CML193C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]	lipid biosynthetic process [GO:0008610]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]	GO:0005506; GO:0008610; GO:0016021; GO:0016491
M1VHZ4	M1VHZ4_CYAM1	CYME_CMK283C				CYME_CMK283C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VAB6	M1VAB6_CYAM1	CYME_CMQ113C				CYME_CMQ113C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VAK9	M1VAK9_CYAM1	CYME_CMD098C				CYME_CMD098C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V914	M1V914_CYAM1	CYME_CMM297C				CYME_CMM297C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cysteine-type peptidase activity [GO:0008234]		cysteine-type peptidase activity [GO:0008234]		GO:0008234
M1VKU0	M1VKU0_CYAM1	CYME_CMQ323C				CYME_CMQ323C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]; proton transmembrane transporter activity [GO:0015078]		proton transmembrane transporter activity [GO:0015078]	integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]	GO:0005774; GO:0015078; GO:0016021; GO:0033179
M1VJB9	M1VJB9_CYAM1	CYME_CMN307C				CYME_CMN307C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V7W7	M1V7W7_CYAM1	CYME_CMI265C				CYME_CMI265C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V503	M1V503_CYAM1	CYME_CMH150C				CYME_CMH150C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UX44	M1UX44_CYAM1	CYME_CMS380C				CYME_CMS380C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
A0A125YNU9	A0A125YNU9_CYAM1	CYME_CMQ087C				CYME_CMQ087C	Cyanidioschyzon merolae (strain 10D) (Red alga)	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]	GO:0045261; GO:0046933
M1VHS0	M1VHS0_CYAM1	CYME_CMS393C				CYME_CMS393C	Cyanidioschyzon merolae (strain 10D) (Red alga)	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD binding [GO:0051287]; fatty acid biosynthetic process [GO:0006633]	fatty acid biosynthetic process [GO:0006633]	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD binding [GO:0051287]		GO:0004316; GO:0006633; GO:0051287
