	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Function [CC]	Proteomes	Organism	Status	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs	Fragment	Gene encoded by	RNA editing	DNA binding	ChEBI (Cofactor)	Keywords	Interacts with	Post-translational modification	Features	Cross-reference (KEGG)
CMQ347C	M1VKU9	M1VKU9_CYAM1	CYME_CMQ347C				CYME_CMQ347C	Probable D-lactate dehydrogenase		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]		FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]	GO:0016021; GO:0016491; GO:0071949					FAD [CHEBI:57692]	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix			Coiled coil (1); Compositional bias (1); Domain (1); Region (2); Transmembrane (1)	cme:CYME_CMQ347C;
CMQ348C	M1VAN8	M1VAN8_CYAM1	CYME_CMQ348C				CYME_CMQ348C	Eukaryotic translation initiation factor eIF-4F		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	translation initiation factor activity [GO:0003743]		translation initiation factor activity [GO:0003743]		GO:0003743						Initiation factor;Protein biosynthesis;Reference proteome			Compositional bias (5); Domain (1); Region (8)	cme:CYME_CMQ348C;
CMQ349C	M1V6I1	M1V6I1_CYAM1	CYME_CMQ349C				CYME_CMQ349C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Compositional bias (1); Region (1)	cme:CYME_CMQ349C;
CMQ350C	M1UVW4	M1UVW4_CYAM1	CYME_CMQ350C				CYME_CMQ350C	Probable 1,4-benzoquinone reductase		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]		FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]		GO:0003955; GO:0010181						Reference proteome			Domain (1)	cme:CYME_CMQ350C;
CMQ351C	M1VGE1	M1VGE1_CYAM1	CYME_CMQ351C				CYME_CMQ351C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CMQ351C;
CMQ352C	M1VKV2	M1VKV2_CYAM1	CYME_CMQ352C				CYME_CMQ352C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; cell division [GO:0051301]; mitotic sister chromatid cohesion [GO:0007064]	cell division [GO:0051301]; mitotic sister chromatid cohesion [GO:0007064]		nucleus [GO:0005634]	GO:0005634; GO:0007064; GO:0051301						Cell cycle;Cell division;Coiled coil;Mitosis;Nucleus;Reference proteome			Coiled coil (1); Region (1)	cme:CYME_CMQ352C;
CMQ353C	M1VAP2	M1VAP2_CYAM1	CYME_CMQ353C				CYME_CMQ353C	Ring-box protein 1		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	zinc ion binding [GO:0008270]		zinc ion binding [GO:0008270]		GO:0008270						Metal-binding;Reference proteome;Zinc;Zinc-finger			Domain (1)	cme:CYME_CMQ353C;
CMQ354C	M1V6I4	M1V6I4_CYAM1	CYME_CMQ354C				CYME_CMQ354C	Phenylalanyl-tRNA synthetase (EC 6.1.1.20)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	phenylalanyl-tRNA aminoacylation [GO:0006432]	ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]	mitochondrial matrix [GO:0005759]	GO:0000049; GO:0004826; GO:0005524; GO:0005759; GO:0006432						ATP-binding;Aminoacyl-tRNA synthetase;Ligase;Mitochondrion;Nucleotide-binding;Protein biosynthesis;Reference proteome;Transit peptide			Domain (2)	cme:CYME_CMQ354C;
CMQ355C	M1UVW8	M1UVW8_CYAM1	CYME_CMQ355C				CYME_CMQ355C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Compositional bias (2); Region (2)	cme:CYME_CMQ355C;
CMQ356C	M1VGE4	M1VGE4_CYAM1	CYME_CMQ356C				CYME_CMQ356C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (1)	cme:CYME_CMQ356C;
CMQ358C	M1VKV6	M1VKV6_CYAM1	CYME_CMQ358C				CYME_CMQ358C	Inhibitor of growth protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; metal ion binding [GO:0046872]; chromatin organization [GO:0006325]	chromatin organization [GO:0006325]	metal ion binding [GO:0046872]	nucleus [GO:0005634]	GO:0005634; GO:0006325; GO:0046872						Chromatin regulator;Coiled coil;Metal-binding;Nucleus;Reference proteome;Zinc;Zinc-finger			Coiled coil (2); Compositional bias (1); Domain (1); Metal binding (8); Region (1)	cme:CYME_CMQ358C;
CMQ359C	M1VAP5	M1VAP5_CYAM1	CYME_CMQ359C				CYME_CMQ359C	Mannose-6-phosphate isomerase (EC 5.3.1.8)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	mannose-6-phosphate isomerase activity [GO:0004476]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; GDP-mannose biosynthetic process [GO:0009298]	carbohydrate metabolic process [GO:0005975]; GDP-mannose biosynthetic process [GO:0009298]	mannose-6-phosphate isomerase activity [GO:0004476]; zinc ion binding [GO:0008270]		GO:0004476; GO:0005975; GO:0008270; GO:0009298					Zn(2+) [CHEBI:29105]	Isomerase;Metal-binding;Reference proteome;Zinc			Active site (1); Metal binding (4)	cme:CYME_CMQ359C;
CMQ360C	M1V6I6	M1V6I6_CYAM1	CYME_CMQ360C				CYME_CMQ360C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Region (1)	cme:CYME_CMQ360C;
CMQ361C	M1UVX1	M1UVX1_CYAM1	CYME_CMQ361C				CYME_CMQ361C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]			endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	GO:0005789; GO:0016021						Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix			Chain (1); Signal peptide (1); Transmembrane (4)	cme:CYME_CMQ361C;
CMQ362C	M1VGE5	M1VGE5_CYAM1	CYME_CMQ362C				CYME_CMQ362C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome;Signal			Chain (1); Signal peptide (1)	cme:CYME_CMQ362C;
CMQ363C	M1VKV9	M1VKV9_CYAM1	CYME_CMQ363C				CYME_CMQ363C	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; ATP binding [GO:0005524]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; nucleic acid binding [GO:0003676]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]; ATP-dependent chromatin remodeling [GO:0043044]	ATP-dependent chromatin remodeling [GO:0043044]	ATP binding [GO:0005524]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; nucleic acid binding [GO:0003676]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]	nucleus [GO:0005634]	GO:0003676; GO:0005524; GO:0005634; GO:0016818; GO:0031491; GO:0043044; GO:0070615						ATP-binding;Coiled coil;Hydrolase;Nucleotide-binding;Reference proteome			Coiled coil (2); Compositional bias (3); Domain (3); Region (3)	cme:CYME_CMQ363C;
CMQ364C	M1VAP9	M1VAP9_CYAM1	CYME_CMQ364C				CYME_CMQ364C	NnrU domain-containing protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Compositional bias (1); Domain (1); Region (1); Transmembrane (5)	cme:CYME_CMQ364C;
CMQ365C	M1V6I8	M1V6I8_CYAM1	CYME_CMQ365C				CYME_CMQ365C	Formylglycinamide ribonucleotide amidotransferase (EC 6.3.5.3) (Formylglycinamide ribotide amidotransferase)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast stroma [GO:0009570]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]	chloroplast stroma [GO:0009570]; mitochondrion [GO:0005739]	GO:0004642; GO:0005524; GO:0005739; GO:0006189; GO:0006541; GO:0009570; GO:0046872						ATP-binding;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Purine biosynthesis;Reference proteome			Active site (3); Domain (1)	cme:CYME_CMQ365C;
CMQ367C	M1UVX5	M1UVX5_CYAM1	CYME_CMQ367C				CYME_CMQ367C	Similar to nucleosome/chromatin assembly factor C		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome;Repeat;WD repeat			Coiled coil (1); Domain (1); Region (2); Repeat (2)	cme:CYME_CMQ367C;
CMQ368C	M1VGE9	M1VGE9_CYAM1	CYME_CMQ368C				CYME_CMQ368C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Region (1); Transmembrane (1)	cme:CYME_CMQ368C;
CMQ369C	M1VKW2	M1VKW2_CYAM1	CYME_CMQ369C				CYME_CMQ369C	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	FUNCTION: Catalyzes the formation of formate and 2-keto-4-methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene). {ECO:0000256|HAMAP-Rule:MF_03154}.	UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; L-methionine salvage from methylthioadenosine [GO:0019509]	L-methionine salvage from methylthioadenosine [GO:0019509]	acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	GO:0005506; GO:0005634; GO:0005737; GO:0010309; GO:0019509					Fe cation [CHEBI:24875]	Amino-acid biosynthesis;Cytoplasm;Dioxygenase;Iron;Metal-binding;Methionine biosynthesis;Nucleus;Oxidoreductase;Reference proteome			Metal binding (4)	cme:CYME_CMQ369C;
CMQ371C	M1VAQ2	M1VAQ2_CYAM1	CYME_CMQ371C				CYME_CMQ371C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Compositional bias (2); Region (2); Transmembrane (9)	cme:CYME_CMQ371C;
CMQ373C	M1V6J0	M1V6J0_CYAM1	CYME_CMQ373C				CYME_CMQ373C	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; methyltransferase activity [GO:0008168]; rRNA processing [GO:0006364]	rRNA processing [GO:0006364]	methyltransferase activity [GO:0008168]	cytoplasm [GO:0005737]	GO:0005737; GO:0006364; GO:0008168						Reference proteome				cme:CYME_CMQ373C;
CMQ374C	M1UVX8	M1UVX8_CYAM1	CYME_CMQ374C				CYME_CMQ374C	Similar to chaperone DnaJ		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Domain (1); Transmembrane (2)	cme:CYME_CMQ374C;
CMQ375C	M1VGF2	M1VGF2_CYAM1	CYME_CMQ375C				CYME_CMQ375C	t-SNARE coiled-coil homology domain-containing protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; vesicle-mediated transport [GO:0016192]	vesicle-mediated transport [GO:0016192]		integral component of membrane [GO:0016021]	GO:0016021; GO:0016192						Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix			Coiled coil (2); Compositional bias (1); Domain (1); Region (2); Transmembrane (1)	cme:CYME_CMQ375C;
CMQ376C	M1VKW5	M1VKW5_CYAM1	CYME_CMQ376C				CYME_CMQ376C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (3)	cme:CYME_CMQ376C;
CMQ378C	M1VAQ5	M1VAQ5_CYAM1	CYME_CMQ378C				CYME_CMQ378C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	transcription factor TFIIH core complex [GO:0000439]; nucleotide-excision repair [GO:0006289]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nucleotide-excision repair [GO:0006289]; transcription initiation from RNA polymerase II promoter [GO:0006367]		transcription factor TFIIH core complex [GO:0000439]	GO:0000439; GO:0006289; GO:0006367						Nucleus;Reference proteome;Transcription;Transcription regulation			Region (1)	cme:CYME_CMQ378C;
CMQ379C	M1V6J3	M1V6J3_CYAM1	CYME_CMQ379C				CYME_CMQ379C	Calcium-transporting ATPase (EC 7.2.2.10)	FUNCTION: This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium. {ECO:0000256|RuleBase:RU361146}.	UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; P-type calcium transporter activity [GO:0005388]		ATP binding [GO:0005524]; P-type calcium transporter activity [GO:0005388]	integral component of membrane [GO:0016021]	GO:0005388; GO:0005524; GO:0016021						ATP-binding;Calcium;Calcium transport;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport			Domain (1); Transmembrane (6)	cme:CYME_CMQ379C;
CMQ380C	M1UVY2	M1UVY2_CYAM1	CYME_CMQ380C				CYME_CMQ380C	Similar to COPII coated vesicle component Sec24		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	COPII vesicle coat [GO:0030127]; zinc ion binding [GO:0008270]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]	zinc ion binding [GO:0008270]	COPII vesicle coat [GO:0030127]	GO:0006886; GO:0006888; GO:0008270; GO:0030127						Protein transport;Reference proteome;Transport			Compositional bias (3); Domain (3); Region (4)	cme:CYME_CMQ380C;
CMQ381C	M1VGF5	M1VGF5_CYAM1	CYME_CMQ381C				CYME_CMQ381C	Sld5 domain-containing protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; DNA replication [GO:0006260]	DNA replication [GO:0006260]		nucleus [GO:0005634]	GO:0005634; GO:0006260						DNA replication;Nucleus;Reference proteome			Domain (1); Region (1)	cme:CYME_CMQ381C;
CMQ382C	M1VKW8	M1VKW8_CYAM1	CYME_CMQ382C				CYME_CMQ382C	Similar to U3 snoRNP component Utp15p		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleolus [GO:0005730]; rRNA processing [GO:0006364]	rRNA processing [GO:0006364]		nucleolus [GO:0005730]	GO:0005730; GO:0006364						Reference proteome;WD repeat			Domain (1); Region (2); Repeat (2)	cme:CYME_CMQ382C;
CMQ383C	M1VAQ9	M1VAQ9_CYAM1	CYME_CMQ383C				CYME_CMQ383C	Histidine biosynthesis bifunctional protein HisIE (EC 3.5.4.19) (Phosphoribosyl-AMP cyclohydrolase)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; histidine biosynthetic process [GO:0000105]	histidine biosynthetic process [GO:0000105]	phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]	cytoplasm [GO:0005737]	GO:0000105; GO:0004635; GO:0005737						Amino-acid biosynthesis;Cytoplasm;Histidine biosynthesis;Hydrolase;Reference proteome			Domain (1)	cme:CYME_CMQ383C;
CMQ385C	M1V6J5	M1V6J5_CYAM1	CYME_CMQ385C				CYME_CMQ385C	Probable pre-mRNA splicing factor ATP-dependent RNA helicase PRP16		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]		ATP binding [GO:0005524]; helicase activity [GO:0004386]		GO:0004386; GO:0005524						ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome			Compositional bias (2); Domain (2); Region (3)	cme:CYME_CMQ385C;
CMQ386C	M1UVY6	M1UVY6_CYAM1	CYME_CMQ386C				CYME_CMQ386C	Similar to V-type ATPase V1 subunit H		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]		proton-transporting ATPase activity, rotational mechanism [GO:0046961]	vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]	GO:0000221; GO:0046961						Hydrogen ion transport;Ion transport;Reference proteome;Transport			Domain (1)	cme:CYME_CMQ386C;
CMQ388C	M1VGF9	M1VGF9_CYAM1	CYME_CMQ388C				CYME_CMQ388C	Similar to DNA/RNA-binding protein translin/TB-RBP		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; RNA metabolic process [GO:0016070]	RNA metabolic process [GO:0016070]	RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]	nucleus [GO:0005634]	GO:0003697; GO:0003723; GO:0005634; GO:0016070; GO:0043565						Coiled coil;Nucleus;RNA-binding;Reference proteome			Coiled coil (1)	cme:CYME_CMQ388C;
CMQ389C	M1VKX0	M1VKX0_CYAM1	CYME_CMQ389C				CYME_CMQ389C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix			Coiled coil (1); Transmembrane (4)	cme:CYME_CMQ389C;
CMQ390C	M1VAR2	M1VAR2_CYAM1	CYME_CMQ390C				CYME_CMQ390C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Domain (2)	cme:CYME_CMQ390C;
CMQ391C	M1V6J7	M1V6J7_CYAM1	CYME_CMQ391C				CYME_CMQ391C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CMQ391C;
CMQ392C	M1UVY9	M1UVY9_CYAM1	CYME_CMQ392C				CYME_CMQ392C	Uncharacterized protein		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (1); Compositional bias (1); Region (2)	cme:CYME_CMQ392C;
CMQ393C	M1VGG3	M1VGG3_CYAM1	CYME_CMQ393C				CYME_CMQ393C	Protein translocase subunit SecA		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast [GO:0009507]; membrane [GO:0016020]; ATP binding [GO:0005524]; protein import [GO:0017038]; protein targeting [GO:0006605]	protein import [GO:0017038]; protein targeting [GO:0006605]	ATP binding [GO:0005524]	chloroplast [GO:0009507]; membrane [GO:0016020]	GO:0005524; GO:0006605; GO:0009507; GO:0016020; GO:0017038						ATP-binding;Coiled coil;Membrane;Nucleotide-binding;Protein transport;Reference proteome;Translocation;Transport			Coiled coil (1); Domain (1)	cme:CYME_CMQ393C;
CMQ394C	M1VKX3	M1VKX3_CYAM1	CYME_CMQ394C				CYME_CMQ394C	1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47)		UP000007014: Chromosome 17	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]; lipid catabolic process [GO:0016042]	lipid catabolic process [GO:0016042]	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]		GO:0003847; GO:0016042						Coiled coil;Hydrolase;Reference proteome			Coiled coil (1)	cme:CYME_CMQ394C;
